MMSI,route_start_time,route_end_time_ppo,initial_distance_km,historical_route_distance_km_ppo,historical_duration_hours_ppo,ppo_distance_km,ppo_steps,ppo_reward,final_distance_km,destination_reached,total_turning_degrees,distance_difference_km,distance_change_percent,absolute_distance_savings_km,route_end_time_baseline,historical_route_distance_km_baseline,historical_duration_hours_baseline,baseline_distance_km,baseline_steps,baseline_final_distance_km,baseline_destination_reached,baseline_turning_degrees,baseline_difference_km,baseline_change_percent,ppo_minus_baseline_km,ppo_vs_baseline_percent
385831098,2024-08-01 15:53:11,2024-08-01 22:13:17,204.8320264469744,230.9547525165915,6.335,208.0,208,1497.9338386492996,1.578348350219019,True,2163.02502295688,-22.954752516591498,-9.939069132142002,22.954752516591498,2024-08-01 22:13:17,230.9547525165915,6.335,208.0,208,1.1265991930952926,True,0.0,-22.954752516591498,-9.939069132142002,0.0,0.0
385831098,2024-08-05 10:00:44,2024-08-06 01:48:51,125.00261203575312,185.3329012761596,15.801944444444445,144.0,144,943.2911990809108,1.447266512936796,True,76.59873720664905,-41.33290127615959,-22.30197714035164,41.33290127615959,2024-08-06 01:48:51,185.3329012761596,15.801944444444445,144.0,144,1.447266512936796,True,0.0,-41.33290127615959,-22.30197714035164,0.0,0.0
385831098,2024-08-19 10:04:06,2024-08-20 02:33:50,131.438736119264,170.22977101637483,16.495555555555555,164.0,164,971.72348114759,1.837951775534392,True,72.00669343487903,-6.229771016374826,-3.6596248583190354,6.229771016374826,2024-08-20 02:33:50,170.22977101637483,16.495555555555555,164.0,164,1.837951775534392,True,0.0,-6.229771016374826,-3.6596248583190354,0.0,0.0
396636589,2024-09-11 02:29:21,2024-09-11 17:07:43,52.84456824916731,62.17740763956197,14.639444444444443,61.0,61,451.8708496688021,1.218253704364404,True,9.23724935707412,-1.17740763956197,-1.8936261324809789,1.17740763956197,2024-09-11 17:07:43,62.17740763956197,14.639444444444443,61.0,61,1.218253704364404,True,0.0,-1.17740763956197,-1.8936261324809789,0.0,0.0
406647606,2024-07-09 00:47:50,2024-07-09 07:37:33,57.50224054518704,57.80834325601729,6.828611111111111,66.0,66,483.4898196073398,1.2974516212772624,True,9.8193562498833,8.191656743982712,14.170371061672036,-8.191656743982712,2024-07-09 07:37:33,57.80834325601729,6.828611111111111,66.0,66,1.2974516212772624,True,0.0,8.191656743982712,14.170371061672036,0.0,0.0
406647606,2024-07-09 09:28:33,2024-07-09 23:37:14,34.43415650158197,76.99633554141869,14.144722222222224,62.0,62,294.72778524798343,1.3523461516109951,True,768.5684616772752,-14.996335541418688,-19.47668734618117,14.996335541418688,2024-07-09 23:37:14,76.99633554141869,14.144722222222224,60.0,60,1.8711806988060529,True,0.0,-16.996335541418688,-22.074213560820485,2.0,3.3333333333333335
406647606,2024-09-03 00:56:11,2024-09-03 22:50:47,43.66905914095662,101.221134809467,21.91,51.0,51,388.31235749527104,1.245175553661645,True,5.18646593195308,-50.221134809467,-49.61526553125536,50.221134809467,2024-09-03 22:50:47,101.221134809467,21.91,51.0,51,1.245175553661645,True,0.0,-50.221134809467,-49.61526553125536,0.0,0.0
493087308,2024-08-07 03:07:11,2024-08-07 20:10:13,34.6747033270761,39.99975231046316,17.050555555555555,36.0,36,328.4786213034258,1.4991818722066632,True,61.65515462929443,-3.9997523104631583,-9.999442695091142,3.9997523104631583,2024-08-07 20:10:13,39.99975231046316,17.050555555555555,36.0,36,1.4991818722066632,True,0.0,-3.9997523104631583,-9.999442695091142,0.0,0.0
680520589,2024-07-01 05:30:54,2024-07-01 08:17:38,27.702525256987023,46.234133303284125,2.778888888888889,30.0,30,272.6745913200164,1.8819594236086408,True,380.14303201684766,-16.234133303284125,-35.11287471702422,16.234133303284125,2024-07-01 08:17:38,46.234133303284125,2.778888888888889,31.0,31,1.4149674354184316,True,0.0,-15.234133303284125,-32.94997054092502,-1.0,-3.225806451612903
680520589,2024-07-01 17:49:39,2024-07-01 21:07:29,40.62419683971781,72.65416355001474,3.297222222222222,50.0,50,364.6780175138995,1.2829882693805537,True,3.387042916190524,-22.654163550014744,-31.180819437030248,22.654163550014744,2024-07-01 21:07:29,72.65416355001474,3.297222222222222,50.0,50,1.2829882693805537,True,0.0,-22.654163550014744,-31.180819437030248,0.0,0.0
